date,home_score,away_score,rodada,home_team,away_team,ano,c_pontosmedio_all_home,c_pontosmedio_t1_home,c_pontosmedio_t5_home,c_pontosmedio_t10_home,c_preco_all_home,c_preco_t1_home,c_preco_t5_home,c_preco_t10_home,c_pontosmedio_all_away,c_pontosmedio_t1_away,c_pontosmedio_t5_away,c_pontosmedio_t10_away,c_preco_all_away,c_preco_t1_away,c_preco_t5_away,c_preco_t10_away,vencedor,home_vitoria,away_vitoria,home_pontos,away_pontos,home_golspro_m1,away_golspro_m1,home_golscon_m1,away_golscon_m1,home_vitoria_m1,away_vitoria_m1,home_pontos_m1,away_pontos_m1,home_golspro_m2,away_golspro_m2,home_golscon_m2,away_golscon_m2,home_vitoria_m2,away_vitoria_m2,home_pontos_m2,away_pontos_m2,home_golspro_m3,away_golspro_m3,home_golscon_m3,away_golscon_m3,home_vitoria_m3,away_vitoria_m3,home_pontos_m3,away_pontos_m3,home_golspro_m4,away_golspro_m4,home_golscon_m4,away_golscon_m4,home_vitoria_m4,away_vitoria_m4,home_pontos_m4,away_pontos_m4,home_golspro_m5,away_golspro_m5,home_golscon_m5,away_golscon_m5,home_vitoria_m5,away_vitoria_m5,home_pontos_m5,away_pontos_m5,home_golspro_a5,away_golspro_a5,home_golspro_a4,away_golspro_a4,home_golspro_a3,away_golspro_a3,home_golspro_a2,away_golspro_a2,home_golspro_a1,away_golspro_a1,home_golscon_a5,away_golscon_a5,home_golscon_a4,away_golscon_a4,home_golscon_a3,away_golscon_a3,home_golscon_a2,away_golscon_a2,home_golscon_a1,away_golscon_a1,home_vitoria_a5,away_vitoria_a5,home_vitoria_a4,away_vitoria_a4,home_vitoria_a3,away_vitoria_a3,home_vitoria_a2,away_vitoria_a2,home_vitoria_a1,away_vitoria_a1,home_pontos_a5,away_pontos_a5,home_pontos_a4,away_pontos_a4,home_pontos_a3,away_pontos_a3,home_pontos_a2,away_pontos_a2,home_pontos_a1,away_pontos_a1,c_pontosmedio_all_home_res,c_pontosmedio_t1_home_res,c_pontosmedio_t5_home_res,c_pontosmedio_t10_home_res,c_preco_all_home_res,c_preco_t1_home_res,c_preco_t5_home_res,c_preco_t10_home_res,c_pontosmedio_all_away_res,c_pontosmedio_t1_away_res,c_pontosmedio_t5_away_res,c_pontosmedio_t10_away_res,c_preco_all_away_res,c_preco_t1_away_res,c_preco_t5_away_res,c_preco_t10_away_res,preco_away_10,preco_home_10,dif_preco_10,prec_away_20,prec_home_20,home_saldo_a5,away_saldo_a5,testperc,a,train,test,p1,p2,b,placar_full,placar,placar2,previsao
07/06/2017 - 21:45,2,0,5,spo,fla,2017,1.0484616,8.1700001,5.3140001,3.6040001,3.2666037,17.280001,9.5459995,7.7069998,3.2431819,9.3000002,7.1700001,5.6269999,6.3360977,19.459999,14.82,12.543,0,1,0,3,0,0,0,1,0,0,0,0,1,4,1,3,1,1,0,3,1,1,3,1,0,0,1,1,3,2,0,0,0,1,0,3,1,2,2,2,0,0,1,1,3,1.8,1.2,1.75,1,1.6666666,1.3333334,2,.5,0,0,1.4,.2,1.25,.25,1.6666666,.33333334,2,.5,1,0,.40000001,.40000001,.5,.25,.33333334,.33333334,.5,0,0,0,1.6,1.8,1.75,1.5,1.3333334,1.6666666,1.5,1,0,1,-1.2138504,-.34099999,-.62179983,-.93529987,-1.7751647,.87900066,-2.8600004,-2.7616,.34427163,.38900009,.64980006,.33319992,.43835074,1.8889991,1.0829997,.85340011,7,2,-5,14,2,0,0,.2,.6150831,1,,2,0,.46609575,20,6,5,
08/06/2017 - 20:00,3,6,5,cha,gre,2017,3.3510525,11.9,7.2599998,5.6949997,4.9158535,13.67,10.932,9.6269999,4.5621428,21.1,10.894,8.5319996,6.3943477,19.66,16.07,13.805,2,0,1,0,3,2,2,0,0,1,1,3,3,2,3,0,4,1,0,3,0,1,2,0,0,1,1,3,3,,0,,1,,0,,0,0,1,1,5,0,0,0,0,1.25,1.6,1.6666666,1.75,1.6666666,2.3333333,2,2.5,2,2,.25,2,0,1.25,0,1.3333334,0,2,0,0,.75,.40000001,1,.5,1,.66666669,1,.5,1,1,2.25,1.2,3,1.5,3,2,3,1.5,3,3,1.0887406,3.3889995,1.3241998,1.1556997,-.1259149,-2.7309999,-1.4739999,-.84160006,1.6632326,12.189,4.3738003,3.2381997,.49660069,2.0889997,2.3329997,2.1154003,9,4,-5,17,7,0,0,.2,.26199511,1,,3,6,.39224929,2,3,2,
08/06/2017 - 20:00,3,6,5,cha,gre,2017,3.3510525,11.9,7.2599998,5.6949997,4.9158535,13.67,10.932,9.6269999,4.5621428,21.1,10.894,8.5319996,6.3943477,19.66,16.07,13.805,2,0,1,0,3,2,2,0,0,1,1,3,3,2,3,0,4,1,0,3,0,1,2,0,0,1,1,3,3,,0,,1,,0,,0,0,1,1,5,0,0,0,0,1.25,1.6,1.6666666,1.75,1.6666666,2.3333333,2,2.5,2,2,.25,2,0,1.25,0,1.3333334,0,2,0,0,.75,.40000001,1,.5,1,.66666669,1,.5,1,1,2.25,1.2,3,1.5,3,2,3,1.5,3,3,1.0887406,3.3889995,1.3241998,1.1556997,-.1259149,-2.7309999,-1.4739999,-.84160006,1.6632326,12.189,4.3738003,3.2381997,.49660069,2.0889997,2.3329997,2.1154003,9,4,-5,17,7,0,0,.2,.26199511,1,,3,6,.89190257,2,3,2,
07/06/2017 - 19:30,1,0,5,cfc,pal,2017,3.1805263,7.5300002,6.0799999,5.098,5.7307692,14.79,13.074,10.894,2.9784,7.0500002,6.5539999,5.539,7.8033333,19.540001,18,14.838,0,1,0,3,0,1,0,0,0,1,0,3,1,1,0,0,2,1,0,3,0,0,0,1,1,0,0,0,0,0,2,2,1,0,1,0,3,0,1,1,0,0,1,0,3,.40000001,.60000002,.5,.5,.66666669,0,1,0,1,0,.80000001,.80000001,.75,1,.33333334,1,0,1,0,0,.40000001,.40000001,.5,.25,.66666669,0,1,0,1,0,1.2,1.4,1.5,1,2,.33333334,3,.5,3,1,.91821432,-.98099983,.14419994,.55870008,.68900073,-1.6110001,.66800034,.42540017,.079489671,-1.8609999,.033799909,.24520011,1.9055862,1.9690009,4.263,3.1484003,10,6,-4,19,10,0,0,.2,.29423016,1,,1,0,.53730029,10,5,4,
07/06/2017 - 19:30,1,0,5,cfc,pal,2017,3.1805263,7.5300002,6.0799999,5.098,5.7307692,14.79,13.074,10.894,2.9784,7.0500002,6.5539999,5.539,7.8033333,19.540001,18,14.838,0,1,0,3,0,1,0,0,0,1,0,3,1,1,0,0,2,1,0,3,0,0,0,1,1,0,0,0,0,0,2,2,1,0,1,0,3,0,1,1,0,0,1,0,3,.40000001,.60000002,.5,.5,.66666669,0,1,0,1,0,.80000001,.80000001,.75,1,.33333334,1,0,1,0,0,.40000001,.40000001,.5,.25,.66666669,0,1,0,1,0,1.2,1.4,1.5,1,2,.33333334,3,.5,3,1,.91821432,-.98099983,.14419994,.55870008,.68900073,-1.6110001,.66800034,.42540017,.079489671,-1.8609999,.033799909,.24520011,1.9055862,1.9690009,4.263,3.1484003,10,6,-4,19,10,0,0,.2,.29423016,1,,1,0,.97143006,10,5,4,
08/06/2017 - 19:30,3,0,5,atl,pon,2017,.98647058,6.1300001,3.5339999,2.5369999,3.55,9.25,7.4299998,6.5869999,3.8221741,10.43,7.9100003,6.5469999,6.4123683,23.110001,16.528,13.527,0,1,0,3,0,0,1,3,0,0,1,0,3,0,2,1,2,0,0,0,1,0,0,3,2,0,0,0,0,,2,,0,,1,,3,,1,,1,,0,,1,0,1.2,0,1.25,0,1,0,1.5,0,1,2.3333333,1,2.3333333,1,2.3333333,1.3333334,2,1,3,0,0,.40000001,0,.5,0,.33333334,0,.5,0,1,0,1.6,0,1.75,0,1.3333334,0,2,0,3,-1.2758414,-2.381,-2.4018002,-2.0023,-1.4917685,-7.151,-4.9760003,-3.8815999,.92326373,1.5190002,1.3898003,1.2532001,.51462132,5.5390005,2.7909999,1.8374003,8,1,-7,16,1,0,0,.2,.57235819,1,,3,0,.94333947,30,6,5,
08/06/2017 - 19:30,3,0,5,atl,pon,2017,.98647058,6.1300001,3.5339999,2.5369999,3.55,9.25,7.4299998,6.5869999,3.8221741,10.43,7.9100003,6.5469999,6.4123683,23.110001,16.528,13.527,0,1,0,3,0,0,1,3,0,0,1,0,3,0,2,1,2,0,0,0,1,0,0,3,2,0,0,0,0,,2,,0,,1,,3,,1,,1,,0,,1,0,1.2,0,1.25,0,1,0,1.5,0,1,2.3333333,1,2.3333333,1,2.3333333,1.3333334,2,1,3,0,0,.40000001,0,.5,0,.33333334,0,.5,0,1,0,1.6,0,1.75,0,1.3333334,0,2,0,3,-1.2758414,-2.381,-2.4018002,-2.0023,-1.4917685,-7.151,-4.9760003,-3.8815999,.92326373,1.5190002,1.3898003,1.2532001,.51462132,5.5390005,2.7909999,1.8374003,8,1,-7,16,1,0,0,.2,.57235819,1,,3,0,.61437798,30,6,5,
08/06/2017 - 19:30,2,0,5,sao,vit,2017,2.2590909,7.5799999,5.8959999,4.4229999,5.909143,15.09,12.484,10.911,1.9128572,5.9000001,5.3899999,4.1430001,4.6129727,12.42,10.176,8.5839996,0,1,0,3,0,0,1,1,2,0,0,0,0,2,0,0,1,1,0,3,0,2,0,0,1,1,0,3,0,5,1,0,2,1,0,3,0,2,1,1,0,1,1,3,3,2.2,.60000002,2.25,.5,1.3333334,.33333334,1,.5,0,1,.40000001,1.2,.25,1.5,.33333334,1.3333334,.5,1.5,1,2,.80000001,.2,.75,0,.66666669,0,.5,0,0,0,2.4000001,.60000002,2.25,0,2,0,1.5,0,0,0,-.0032210588,-.93100011,-.03980007,-.11630013,.86737454,-1.3109999,.07800021,.44240037,-.98605317,-3.0109999,-1.1302001,-1.1507998,-1.2847743,-5.151,-3.5610003,-3.1056004,2,6,4,4,10,0,0,.2,.50660849,1,,2,0,.055939976,20,6,5,
08/06/2017 - 19:30,2,0,5,sao,vit,2017,2.2590909,7.5799999,5.8959999,4.4229999,5.909143,15.09,12.484,10.911,1.9128572,5.9000001,5.3899999,4.1430001,4.6129727,12.42,10.176,8.5839996,0,1,0,3,0,0,1,1,2,0,0,0,0,2,0,0,1,1,0,3,0,2,0,0,1,1,0,3,0,5,1,0,2,1,0,3,0,2,1,1,0,1,1,3,3,2.2,.60000002,2.25,.5,1.3333334,.33333334,1,.5,0,1,.40000001,1.2,.25,1.5,.33333334,1.3333334,.5,1.5,1,2,.80000001,.2,.75,0,.66666669,0,.5,0,0,0,2.4000001,.60000002,2.25,0,2,0,1.5,0,0,0,-.0032210588,-.93100011,-.03980007,-.11630013,.86737454,-1.3109999,.07800021,.44240037,-.98605317,-3.0109999,-1.1302001,-1.1507998,-1.2847743,-5.151,-3.5610003,-3.1056004,2,6,4,4,10,0,0,.2,.50660849,1,,2,0,.89848423,20,6,5,
11/06/2017 - 18:30,2,0,6,cru,atl,2017,2.2717392,4.6199999,4.1279998,3.681,6.5989475,14.95,13.014,11.795,1.9784211,6.52,5.3579998,4.1409998,4.0831251,10.79,8.9400005,7.777,0,1,0,3,0,0,3,1,0,0,1,0,3,0,0,2,3,0,0,0,0,1,0,0,1,1,0,3,0,1,0,1,3,0,0,1,0,3,,2,,1,,3,,1,.75,.5,.75,.33333334,1,0,1.5,0,3,1.2,1.75,1,1.75,1,1.3333334,1.5,1.5,1,0,.40000001,.25,.25,.25,.33333334,.33333334,0,.5,0,1,1.4,.75,1,.75,1,1,0,1.5,0,3,-.25519946,-4.2160001,-2.2284002,-1.3736,.94620502,-2.4850001,-.40719995,.4725,-.49455696,-2.0239999,-.75660008,-.63810015,-1.135559,-6.651,-4.1083994,-3.2391,1,6,5,2,13,0,0,.2,.26834083,1,,2,0,.87804985,20,6,5,
11/06/2017 - 18:30,2,0,6,cru,atl,2017,2.2717392,4.6199999,4.1279998,3.681,6.5989475,14.95,13.014,11.795,1.9784211,6.52,5.3579998,4.1409998,4.0831251,10.79,8.9400005,7.777,0,1,0,3,0,0,3,1,0,0,1,0,3,0,0,2,3,0,0,0,0,1,0,0,1,1,0,3,0,1,0,1,3,0,0,1,0,3,,2,,1,,3,,1,.75,.5,.75,.33333334,1,0,1.5,0,3,1.2,1.75,1,1.75,1,1.3333334,1.5,1.5,1,0,.40000001,.25,.25,.25,.33333334,.33333334,0,.5,0,1,1.4,.75,1,.75,1,1,0,1.5,0,3,-.25519946,-4.2160001,-2.2284002,-1.3736,.94620502,-2.4850001,-.40719995,.4725,-.49455696,-2.0239999,-.75660008,-.63810015,-1.135559,-6.651,-4.1083994,-3.2391,1,6,5,2,13,0,0,.2,.26834083,1,,2,0,.78685409,20,6,5,
12/06/2017 - 20:00,1,0,6,gre,bah,2017,4.7006898,21.1,13.67,9.9460001,6.6056523,25.709999,17.618,14.649,3.5954545,9.8199997,7.8979998,6.3049998,5.7848783,20.190001,15.996,13.546,0,1,0,3,0,6,1,3,0,1,1,3,3,2,3,0,0,1,1,3,3,3,0,4,1,0,0,0,0,2,1,0,2,1,0,3,0,0,,1,,0,,0,,2.5999999,1.25,3.25,1.25,3.6666667,1.3333334,4,2,6,1,1.6,.75,1.75,.75,2.3333333,.33333334,1.5,0,3,0,.60000002,.5,.75,.5,.66666669,.66666669,1,1,1,1,1.8,1.5,2.25,1.5,2,2,3,3,3,3,2.1737511,12.264,7.3136001,4.8913999,.95290983,8.2749996,4.1968002,3.3265002,1.1224765,1.2759998,1.7833998,1.5258999,.56619418,2.7490005,2.9476001,2.5298996,9,10,1,16,19,0,0,.2,.38821489,1,,1,0,.51171017,10,5,4,
12/06/2017 - 20:00,1,0,6,gre,bah,2017,4.7006898,21.1,13.67,9.9460001,6.6056523,25.709999,17.618,14.649,3.5954545,9.8199997,7.8979998,6.3049998,5.7848783,20.190001,15.996,13.546,0,1,0,3,0,6,1,3,0,1,1,3,3,2,3,0,0,1,1,3,3,3,0,4,1,0,0,0,0,2,1,0,2,1,0,3,0,0,,1,,0,,0,,2.5999999,1.25,3.25,1.25,3.6666667,1.3333334,4,2,6,1,1.6,.75,1.75,.75,2.3333333,.33333334,1.5,0,3,0,.60000002,.5,.75,.5,.66666669,.66666669,1,1,1,1,1.8,1.5,2.25,1.5,2,2,3,3,3,3,2.1737511,12.264,7.3136001,4.8913999,.95290983,8.2749996,4.1968002,3.3265002,1.1224765,1.2759998,1.7833998,1.5258999,.56619418,2.7490005,2.9476001,2.5298996,9,10,1,16,19,0,0,.2,.38821489,1,,1,0,.30205217,10,5,4,
11/06/2017 - 16:00,2,0,6,vit,cam,2017,1.6995652,5.9000001,4.224,3.405,4.561892,12.42,9.8719997,8.3240004,2.7327273,8.25,5.8459997,4.723,5.2533331,16.98,14.37,12.25,0,1,0,3,0,0,1,2,0,0,1,0,3,1,0,2,0,0,0,0,1,0,2,1,2,0,0,0,1,0,1,1,2,0,0,0,0,1,,2,,0,,0,,.40000001,1,.25,1,.33333334,1,.5,.5,0,1,1.6,1,1.5,1,1.6666666,.66666669,2,0,2,0,0,.25,0,.25,0,.33333334,0,.5,0,1,0,1.25,0,1.25,0,1.6666666,0,2,0,3,-.8273735,-2.9359999,-2.1324,-1.6496,-1.0908505,-5.0149999,-3.5492001,-2.9984996,.25974923,-.29399997,-.26860017,-.056099869,.034649037,-.46100035,1.3215997,1.2339001,7,2,-5,14,3,0,1,.2,.056975532,1,,2,0,.33922791,20,6,5,
11/06/2017 - 16:00,2,0,6,vit,cam,2017,1.6995652,5.9000001,4.224,3.405,4.561892,12.42,9.8719997,8.3240004,2.7327273,8.25,5.8459997,4.723,5.2533331,16.98,14.37,12.25,0,1,0,3,0,0,1,2,0,0,1,0,3,1,0,2,0,0,0,0,1,0,2,1,2,0,0,0,1,0,1,1,2,0,0,0,0,1,,2,,0,,0,,.40000001,1,.25,1,.33333334,1,.5,.5,0,1,1.6,1,1.5,1,1.6666666,.66666669,2,0,2,0,0,.25,0,.25,0,.33333334,0,.5,0,1,0,1.25,0,1.25,0,1.6666666,0,2,0,3,-.8273735,-2.9359999,-2.1324,-1.6496,-1.0908505,-5.0149999,-3.5492001,-2.9984996,.25974923,-.29399997,-.26860017,-.056099869,.034649037,-.46100035,1.3215997,1.2339001,7,2,-5,14,3,0,1,.2,.056975532,1,,2,0,.90958154,20,6,5,
11/06/2017 - 11:00,2,2,6,bot,cfc,2017,2.6575,12.55,7.5479999,5.8839998,5.3670731,24.469999,14.172,11.846,3.056,7.75,5.7820001,5.0229998,5.7646155,14.79,13.356,11.166,1,0,0,1,1,0,1,1,0,0,1,0,3,0,1,0,0,0,1,1,3,1,1,0,0,1,1,3,3,2,0,0,1,1,0,3,0,1,0,0,2,1,0,3,0,.80000001,.60000002,.75,.75,.33333334,1,0,1,0,1,.2,.60000002,.25,.25,.33333334,0,.5,0,1,0,.60000002,.60000002,.5,.75,.33333334,1,0,1,0,1,2,1.8,1.75,2.25,1.3333334,3,.5,3,0,3,.13056132,3.7140002,1.1916,.82939982,-.28566948,7.0349994,.75080001,.52349961,.58302194,-.79399997,-.33259982,.24389985,.54593146,-2.651,.30759984,.14990039,6,6,0,10,13,0,1,.2,.82045203,1,,2,2,.11681824,22,4,3,
11/06/2017 - 11:00,2,2,6,bot,cfc,2017,2.6575,12.55,7.5479999,5.8839998,5.3670731,24.469999,14.172,11.846,3.056,7.75,5.7820001,5.0229998,5.7646155,14.79,13.356,11.166,1,0,0,1,1,0,1,1,0,0,1,0,3,0,1,0,0,0,1,1,3,1,1,0,0,1,1,3,3,2,0,0,1,1,0,3,0,1,0,0,2,1,0,3,0,.80000001,.60000002,.75,.75,.33333334,1,0,1,0,1,.2,.60000002,.25,.25,.33333334,0,.5,0,1,0,.60000002,.60000002,.5,.75,.33333334,1,0,1,0,1,2,1.8,1.75,2.25,1.3333334,3,.5,3,0,3,.13056132,3.7140002,1.1916,.82939982,-.28566948,7.0349994,.75080001,.52349961,.58302194,-.79399997,-.33259982,.24389985,.54593146,-2.651,.30759984,.14990039,6,6,0,10,13,0,1,.2,.82045203,1,,2,2,.74618316,22,4,3,
11/06/2017 - 16:00,3,2,6,pon,cha,2017,3.3304167,8.7600002,7.2220001,5.9560003,6.0473685,22.030001,15.472,12.546,3.0663159,11.9,7.052,5.1849999,4.7819514,14.57,10.986,9.4469995,0,1,0,3,0,0,3,3,6,0,0,0,0,1,2,0,0,1,1,3,3,2,2,2,0,0,1,1,3,0,1,2,0,0,1,0,3,2,,0,,1,,3,,1,2,.75,2,1,2.3333333,.5,2.5,0,3,1.4,1.5,1.75,1.5,1.6666666,2,1.5,3,3,6,.40000001,.75,.25,.75,.33333334,.66666669,.5,.5,0,0,1.4,2.25,1,2.25,1.3333334,2,1.5,1.5,0,0,.803478,-.075999781,.86560017,.90140033,.39462599,4.5950007,2.0508003,1.2235004,.59333783,3.3559997,.93740016,.40590003,-.43673262,-2.8710003,-2.0624001,-1.5691004,3,7,4,6,15,0,0,.2,.90637785,1,,3,2,.63834298,30,7,5,
11/06/2017 - 16:00,3,2,6,pon,cha,2017,3.3304167,8.7600002,7.2220001,5.9560003,6.0473685,22.030001,15.472,12.546,3.0663159,11.9,7.052,5.1849999,4.7819514,14.57,10.986,9.4469995,0,1,0,3,0,0,3,3,6,0,0,0,0,1,2,0,0,1,1,3,3,2,2,2,0,0,1,1,3,0,1,2,0,0,1,0,3,2,,0,,1,,3,,1,2,.75,2,1,2.3333333,.5,2.5,0,3,1.4,1.5,1.75,1.5,1.6666666,2,1.5,3,3,6,.40000001,.75,.25,.75,.33333334,.66666669,.5,.5,0,0,1.4,2.25,1,2.25,1.3333334,2,1.5,1.5,0,0,.803478,-.075999781,.86560017,.90140033,.39462599,4.5950007,2.0508003,1.2235004,.59333783,3.3559997,.93740016,.40590003,-.43673262,-2.8710003,-2.0624001,-1.5691004,3,7,4,6,15,0,0,.2,.90637785,1,,3,2,.90658385,30,7,5,
11/06/2017 - 16:00,1,1,6,ava,fla,2017,1.6980001,5.3400002,4.342,3.325,3.9754763,10.6,9.3280001,7.9679999,2.6878262,6.8000002,6.026,4.7849998,6.1251221,18.959999,14.756,12.359,1,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,3,1,0,1,2,1,0,0,0,1,0,3,2,0,0,1,0,3,,0,,0,,0,,1,.25,.80000001,.25,1,.33333334,.33333334,.5,0,0,0,1.25,.60000002,1.25,.75,1,1,.5,1,1,2,.25,.2,.25,.25,.33333334,0,.5,0,0,0,.75,1.2,.75,1.25,1,.66666669,1.5,.5,0,0,-.8289386,-3.4959998,-2.0144,-1.7296,-1.6772662,-6.8349996,-4.0931997,-3.3545001,.21484812,-1.7439997,-.088599876,.0058999299,.90643799,1.5189992,1.7075994,1.3429003,8,1,-7,14,3,0,0,.2,.54131156,1,,1,1,.66863543,11,4,3,
11/06/2017 - 16:00,1,1,6,ava,fla,2017,1.6980001,5.3400002,4.342,3.325,3.9754763,10.6,9.3280001,7.9679999,2.6878262,6.8000002,6.026,4.7849998,6.1251221,18.959999,14.756,12.359,1,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,3,1,0,1,2,1,0,0,0,1,0,3,2,0,0,1,0,3,,0,,0,,0,,1,.25,.80000001,.25,1,.33333334,.33333334,.5,0,0,0,1.25,.60000002,1.25,.75,1,1,.5,1,1,2,.25,.2,.25,.25,.33333334,0,.5,0,0,0,.75,1.2,.75,1.25,1,.66666669,1.5,.5,0,0,-.8289386,-3.4959998,-2.0144,-1.7296,-1.6772662,-6.8349996,-4.0931997,-3.3545001,.21484812,-1.7439997,-.088599876,.0058999299,.90643799,1.5189992,1.7075994,1.3429003,8,1,-7,14,3,0,0,.2,.54131156,1,,1,1,.49804884,11,4,3,
10/06/2017 - 16:00,3,1,6,pal,flu,2017,2.6724,6.6700001,6.0819998,5.02,7.5419445,19.540001,17.584,14.533,1.7380953,13.6,6.7639999,4.5799999,5.3056412,26.23,16.214001,13.078,0,1,0,3,0,0,1,1,1,0,0,0,1,0,2,0,1,0,1,1,3,0,2,2,3,0,0,0,0,0,2,1,1,0,1,0,3,2,1,1,1,1,0,3,1,.40000001,1.6,0,1.75,0,1.6666666,0,1.5,0,1,1,1.4,1,1.5,1,1.6666666,.5,1,1,1,.2,.40000001,0,.5,0,.33333334,0,.5,0,0,.80000001,1.6,.25,1.75,.33333334,1.3333334,.5,2,0,1,.14546129,-2.1659999,-.27440017,-.034600042,1.889202,2.105001,4.1627998,3.2105,-.73488277,5.0560002,.64940006,-.19909999,.086957119,8.7889996,3.1656005,2.0619001,9,10,1,15,19,0,0,.2,.56459117,1,,3,1,.58349425,30,7,5,
10/06/2017 - 16:00,3,1,6,pal,flu,2017,2.6724,6.6700001,6.0819998,5.02,7.5419445,19.540001,17.584,14.533,1.7380953,13.6,6.7639999,4.5799999,5.3056412,26.23,16.214001,13.078,0,1,0,3,0,0,1,1,1,0,0,0,1,0,2,0,1,0,1,1,3,0,2,2,3,0,0,0,0,0,2,1,1,0,1,0,3,2,1,1,1,1,0,3,1,.40000001,1.6,0,1.75,0,1.6666666,0,1.5,0,1,1,1.4,1,1.5,1,1.6666666,.5,1,1,1,.2,.40000001,0,.5,0,.33333334,0,.5,0,0,.80000001,1.6,.25,1.75,.33333334,1.3333334,.5,2,0,1,.14546129,-2.1659999,-.27440017,-.034600042,1.889202,2.105001,4.1627998,3.2105,-.73488277,5.0560002,.64940006,-.19909999,.086957119,8.7889996,3.1656005,2.0619001,9,10,1,15,19,0,0,.2,.56459117,1,,3,1,.5343467,30,7,5,
11/06/2017 - 19:00,0,2,6,cap,san,2017,.93916667,3.8699999,3.0379999,2.566,4.2582607,10.33,9.6059999,8.8660002,1.4643478,6.2800002,4.4159999,3.392,5.1469998,15.62,11.984,10.536,2,0,1,0,3,1,1,1,0,0,1,1,3,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2,0,0,1,0,3,0,1,0,0,0,1,1,3,.40000001,.60000002,.5,.5,.66666669,.33333334,.5,.5,1,1,1,.60000002,1.25,.75,1,1,1,1,1,0,0,.60000002,0,.5,0,.33333334,0,.5,0,1,.60000002,1.8,.5,1.5,.66666669,1,.5,1.5,1,3,-1.587772,-4.9660001,-3.3184001,-2.4886,-1.3944818,-7.105,-3.8151999,-2.4564998,-1.0086302,-2.2639997,-1.6986001,-1.3871,-.071684219,-1.821,-1.0644,-.48009974,5,2,-3,9,5,0,1,.2,.98939538,1,,0,2,.92713839,2,2,2,
11/06/2017 - 19:00,0,2,6,cap,san,2017,.93916667,3.8699999,3.0379999,2.566,4.2582607,10.33,9.6059999,8.8660002,1.4643478,6.2800002,4.4159999,3.392,5.1469998,15.62,11.984,10.536,2,0,1,0,3,1,1,1,0,0,1,1,3,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2,0,0,1,0,3,0,1,0,0,0,1,1,3,.40000001,.60000002,.5,.5,.66666669,.33333334,.5,.5,1,1,1,.60000002,1.25,.75,1,1,1,1,1,0,0,.60000002,0,.5,0,.33333334,0,.5,0,1,.60000002,1.8,.5,1.5,.66666669,1,.5,1.5,1,3,-1.587772,-4.9660001,-3.3184001,-2.4886,-1.3944818,-7.105,-3.8151999,-2.4564998,-1.0086302,-2.2639997,-1.6986001,-1.3871,-.071684219,-1.821,-1.0644,-.48009974,5,2,-3,9,5,0,1,.2,.98939538,1,,0,2,.10747387,2,2,2,
11/06/2017 - 16:00,3,2,6,cor,sao,2017,3.5120833,9.8999996,7.5380001,6.1389999,6.38027,18.15,14.656,12.254,2.5079999,8.3199997,6.5279999,5.23,6.3277779,19,13.782,11.818,0,1,0,3,0,5,2,2,0,1,1,3,3,2,0,0,1,1,0,3,0,1,2,0,0,1,1,3,3,1,2,0,0,1,1,3,3,2,5,3,0,0,1,0,3,2.2,2.2,2.25,1.5,2.6666667,1.3333334,3.5,1,5,2,1,.2,.5,.25,.66666669,.33333334,1,.5,2,0,.80000001,.80000001,1,.75,1,.66666669,1,.5,1,1,2.4000001,2.4000001,3,2.25,3,2,3,1.5,3,3,.98514462,1.0639997,1.1816002,1.0843999,.7275275,.71499968,1.2348002,.9314996,.035021853,-.22400026,.41339999,.45090011,1.1090938,1.5590001,.73359948,.80189985,7,7,0,12,14,0,0,.2,.23796289,1,,3,2,.4763602,30,7,5,
11/06/2017 - 16:00,3,2,6,cor,sao,2017,3.5120833,9.8999996,7.5380001,6.1389999,6.38027,18.15,14.656,12.254,2.5079999,8.3199997,6.5279999,5.23,6.3277779,19,13.782,11.818,0,1,0,3,0,5,2,2,0,1,1,3,3,2,0,0,1,1,0,3,0,1,2,0,0,1,1,3,3,1,2,0,0,1,1,3,3,2,5,3,0,0,1,0,3,2.2,2.2,2.25,1.5,2.6666667,1.3333334,3.5,1,5,2,1,.2,.5,.25,.66666669,.33333334,1,.5,2,0,.80000001,.80000001,1,.75,1,.66666669,1,.5,1,1,2.4000001,2.4000001,3,2.25,3,2,3,1.5,3,3,.98514462,1.0639997,1.1816002,1.0843999,.7275275,.71499968,1.2348002,.9314996,.035021853,-.22400026,.41339999,.45090011,1.1090938,1.5590001,.73359948,.80189985,7,7,0,12,14,0,0,.2,.23796289,1,,3,2,.26404071,30,7,5,
