date,home_score,away_score,rodada,home_team,away_team,ano,c_pontosmedio_all_home,c_pontosmedio_t1_home,c_pontosmedio_t5_home,c_pontosmedio_t10_home,c_preco_all_home,c_preco_t1_home,c_preco_t5_home,c_preco_t10_home,c_pontosmedio_all_away,c_pontosmedio_t1_away,c_pontosmedio_t5_away,c_pontosmedio_t10_away,c_preco_all_away,c_preco_t1_away,c_preco_t5_away,c_preco_t10_away,vencedor,home_vitoria,away_vitoria,home_pontos,away_pontos,home_golspro_m1,away_golspro_m1,home_golscon_m1,away_golscon_m1,home_vitoria_m1,away_vitoria_m1,home_pontos_m1,away_pontos_m1,home_golspro_m2,away_golspro_m2,home_golscon_m2,away_golscon_m2,home_vitoria_m2,away_vitoria_m2,home_pontos_m2,away_pontos_m2,home_golspro_m3,away_golspro_m3,home_golscon_m3,away_golscon_m3,home_vitoria_m3,away_vitoria_m3,home_pontos_m3,away_pontos_m3,home_golspro_m4,away_golspro_m4,home_golscon_m4,away_golscon_m4,home_vitoria_m4,away_vitoria_m4,home_pontos_m4,away_pontos_m4,home_golspro_m5,away_golspro_m5,home_golscon_m5,away_golscon_m5,home_vitoria_m5,away_vitoria_m5,home_pontos_m5,away_pontos_m5,home_golspro_a5,away_golspro_a5,home_golspro_a4,away_golspro_a4,home_golspro_a3,away_golspro_a3,home_golspro_a2,away_golspro_a2,home_golspro_a1,away_golspro_a1,home_golscon_a5,away_golscon_a5,home_golscon_a4,away_golscon_a4,home_golscon_a3,away_golscon_a3,home_golscon_a2,away_golscon_a2,home_golscon_a1,away_golscon_a1,home_vitoria_a5,away_vitoria_a5,home_vitoria_a4,away_vitoria_a4,home_vitoria_a3,away_vitoria_a3,home_vitoria_a2,away_vitoria_a2,home_vitoria_a1,away_vitoria_a1,home_pontos_a5,away_pontos_a5,home_pontos_a4,away_pontos_a4,home_pontos_a3,away_pontos_a3,home_pontos_a2,away_pontos_a2,home_pontos_a1,away_pontos_a1,c_pontosmedio_all_home_res,c_pontosmedio_t1_home_res,c_pontosmedio_t5_home_res,c_pontosmedio_t10_home_res,c_preco_all_home_res,c_preco_t1_home_res,c_preco_t5_home_res,c_preco_t10_home_res,c_pontosmedio_all_away_res,c_pontosmedio_t1_away_res,c_pontosmedio_t5_away_res,c_pontosmedio_t10_away_res,c_preco_all_away_res,c_preco_t1_away_res,c_preco_t5_away_res,c_preco_t10_away_res,preco_away_10,preco_home_10,dif_preco_10,prec_away_20,prec_home_20,home_saldo_a5,away_saldo_a5,testperc,a,train,test,p1,p2,b,placar_full,placar,placar2,previsao
16/05/2015 - 18:30,2,0,2,goi,cap,2015,1.0576923,5.5,3.3600001,2.165,4.3537502,14,10.568,8.566,5.1114287,11.5,9.46,7.006,5.4672222,22.940001,17.054001,13.371,0,1,0,3,0,4,1,2,1,1,0,3,1,0,1,1,0,0,1,0,3,1,2,2,1,0,1,0,3,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1.25,1.25,1.6666666,1.3333334,2,1,4,1,1.4,.80000001,1.5,.75,1.6666666,.66666669,1.5,.5,2,1,.2,.40000001,.25,.5,.33333334,.66666669,.5,.5,1,0,.60000002,1.6,.75,2,1,2.3333333,1.5,2,3,1,-.73877525,-2.48,-2.0263999,-1.4873999,-2.4263382,-10.82,-7.3259997,-6.1459999,1.4936763,.11999998,1.9504,1.6122,-1.1708486,-1.3539994,-.66119897,-1.2647998,4,1,-3,16,4,0,0,.2,.97912145,1,,2,0,.47129616,20,6,5,
16/05/2015 - 21:00,1,0,2,cor,cha,2015,2.4807408,9.6000004,7.7999997,6.1009998,7.3272972,30,22.309999,18.801001,3.4364288,9.1000004,7.1200004,5.3610001,5.2670002,14,12.606,11.098,0,1,0,3,0,2,2,1,4,1,0,3,0,2,1,5,1,0,0,0,1,1,2,0,0,1,1,3,3,1,4,0,1,1,1,3,3,2,0,1,1,1,0,3,0,1.6,1.8,1.5,2.25,1.6666666,1.6666666,2,1.5,2,2,1.4,1.4,1.5,1.5,2,1.6666666,3,2.5,1,4,.80000001,.40000001,.75,.5,.66666669,.33333334,.5,0,1,0,2.4000001,1.4,2.25,1.75,2,1.3333334,1.5,.5,3,0,.68427324,1.6200005,2.4135997,2.4485998,.54720867,5.1799998,4.4159999,4.0890007,-.18132362,-2.2799997,-.38959971,-.032799911,-1.3710706,-10.294,-5.1092,-3.5378006,1,10,9,10,20,0,0,.2,.84123266,1,,1,0,.56808096,10,5,4,
17/05/2015 - 16:00,1,0,2,san,cru,2015,1.3453333,8.1999998,5.4200001,3.2679999,6.9066668,29.42,19.15,15.094,.50933331,5.4000001,2.388,1.244,8.3035002,26,20.435999,16.812,0,1,0,3,0,1,2,0,1,1,1,3,3,2,1,0,1,1,0,3,1,0,2,1,1,0,1,0,3,1,2,1,1,0,1,1,3,0,1,1,0,0,1,0,3,.80000001,1.6,1,1.75,1,1.6666666,1.5,1.5,1,2,.60000002,.80000001,.5,1,.33333334,1,0,1,0,1,.40000001,.80000001,.5,.75,.66666669,.66666669,1,.5,1,1,1.4,2.5999999,1.75,2.5,2,2.3333333,3,2,3,3,-.4511342,.21999988,.03360014,-.38440004,.12657824,4.5999999,1.2559999,.38199997,-3.1084192,-5.98,-5.1216002,-4.1497998,1.6654294,1.7060001,2.720799,2.1762002,9,6,-3,20,19,0,0,.2,.77278543,1,,1,0,.56347317,10,5,4,
17/05/2015 - 16:00,4,1,2,cam,flu,2015,1.9871428,8.3999996,5.1799998,3.372,8.1705408,26,21.327999,17.754999,5.3379998,12,9.7399998,7.3569999,7.5700002,26.18,21.024,17.506001,0,1,0,3,0,0,1,0,2,0,0,1,0,1,5,2,2,0,1,0,3,1,2,2,2,0,0,0,1,4,1,0,4,1,0,3,0,1,1,1,0,0,1,1,3,1.4,2,1.5,2.25,.66666669,2.6666667,.5,3,0,1,1,2,1,2.5,1.3333334,2,1,2,0,2,.2,.40000001,.25,.25,0,.33333334,0,.5,0,0,1,1.4,1,1,.33333334,1.3333334,.5,1.5,1,0,.19067526,.41999969,-.20640011,-.28039995,1.3904523,1.1799999,3.4339995,3.0429993,1.7202474,.62,2.2303996,1.9631999,.93192929,1.8860004,3.3088002,2.8702004,9,9,0,20,20,0,1,.2,.70108593,1,,4,1,.87946367,30,7,5,
17/05/2015 - 16:00,2,2,2,fla,spo,2015,2.1114285,8.1999998,5.1719999,3.3559999,7.1421876,24.68,16.114,13.344,3.6935713,18.9,8.8400002,6.0009999,6.5826316,32.349998,17.455999,14.392,1,0,0,1,1,1,1,1,0,0,1,1,3,4,2,0,2,1,0,3,1,1,2,1,2,0,0,1,1,0,2,4,0,0,1,0,3,3,1,2,0,1,1,3,3,1.8,1.6,1.5,1.75,2,1.6666666,2.5,1.5,1,1,1.6,.80000001,1.5,1,.66666669,1.3333334,.5,1,1,0,.40000001,.60000002,.25,.5,.33333334,.33333334,.5,.5,0,1,1.6,2.2,1.25,2,1.6666666,1.6666666,2,2,1,3,.31496096,.21999988,-.21440001,-.29639998,.36209908,-.13999978,-1.7799994,-1.368,.075818934,7.5199995,1.3304001,.60719997,-.055439282,8.0559988,-.25920048,-.24379997,5,3,-2,18,16,0,0,.2,.49912301,1,,2,2,.83901519,22,4,3,
24/05/2015 - 16:00,1,0,3,cap,cam,2015,2.5274999,7,5.5900002,4.1040001,5.2379999,22.059999,17.09,13.368999,3.3881819,19.200001,11.52,7.6490002,8.0464869,28.93,21.48,17.771,0,1,0,3,0,0,4,2,1,0,1,0,3,1,0,1,0,0,0,1,1,1,1,0,2,1,0,3,0,2,1,1,2,1,0,3,0,1,4,1,0,0,1,1,3,1,2,1,1.5,.66666669,1.6666666,.5,2,0,4,1,1,1,1.25,1,1,1.5,.5,2,1,.40000001,.40000001,.5,.25,.33333334,.33333334,0,.5,0,1,1.6,1.4,1.75,1,1.3333334,1.3333334,.5,2,0,3,.46051443,-1.4599999,.12780011,.29990011,-1.1685363,-2.2360005,-.24379997,-.5552004,.45731336,7.3650007,3.8270004,1.9162002,1.461635,5.1140003,5.0399995,4.198,10,4,-6,20,16,1,0,.2,.90211791,1,,1,0,.15901893,10,5,4,
24/05/2015 - 18:30,1,0,3,spo,cfc,2015,2.9070587,13.2,7.71,5.027,6.566154,35.18,18.756001,14.705,2.9868751,8,5.73,4.4289999,5.4636583,21.690001,12.8,10.279,0,1,0,3,0,2,,2,,0,,1,,1,3,0,2,1,1,3,3,2,2,2,1,0,1,1,3,2,2,2,0,0,1,1,3,2,1,0,1,1,0,3,1,1.8,2,1.75,2.3333333,1.6666666,2.5,1.5,3,2,,1.2,1,1.5,1,1.3333334,1.5,1,2,2,,.40000001,.75,.25,1,.33333334,1,.5,1,0,,1.8,2.5,1.5,3,1.6666666,3,2,3,1,,.84007323,4.7399998,2.2477999,1.2228999,.15961781,10.884,1.4222004,.78080004,.056006491,-3.835,-1.9630001,-1.3038001,-1.1211935,-2.1259995,-3.6399999,-3.2939997,1,7,6,8,19,0,0,.2,.37722474,1,,1,0,.53790075,10,5,4,
24/05/2015 - 16:00,0,0,3,flu,cor,2015,3.1949999,11.7,6.9520001,5.171,7.29561,25.860001,20.58,17.039,4.110476,14.6,9.8400002,7.507,9.535882,26.139999,20.688,17.441999,1,0,0,1,1,1,1,4,0,0,1,0,3,1,2,2,1,0,1,0,3,5,2,2,5,1,0,3,0,2,1,2,0,0,1,1,3,1,1,4,0,0,1,0,3,2,1.4,2.25,1.5,2.3333333,1.6666666,1,1.5,1,1,2.8,1.2,2.5,1.5,2.6666667,2,3,.5,4,0,.2,.80000001,.25,.75,.33333334,.66666669,0,1,0,1,.80000001,2.4000001,1,2.25,1,2,0,3,0,3,1.1280144,3.2399998,1.4898001,1.3669,.88907373,1.5640005,3.2461998,3.1147997,1.1796074,2.7650003,2.1470001,1.7742,2.95103,2.3239994,4.2479997,3.8689995,10,10,0,20,20,0,0,.2,.22144763,1,,0,0,.59212476,0,4,3,
23/05/2015 - 21:00,1,0,3,gre,fig,2015,1.3578947,10.15,5.7199998,3.73,6.2586842,29.92,19.282,14.514,2.5555999,16.4,9.1399994,6.724,4.9271111,13.01,10.704,9.5720005,0,1,0,3,0,,0,,0,,0,,1,1,1,1,2,0,0,1,0,0,1,1,1,0,0,0,1,0,2,1,0,0,1,0,3,1,1,2,0,0,1,0,3,.5,1,.33333334,1,.5,.66666669,1,.5,,0,1.25,.60000002,1,.75,1,1,1,1,,0,0,.40000001,0,.25,0,0,0,0,,0,.25,1.6,.33333334,1.25,.5,.66666669,1,.5,,1,-.70909083,1.6899997,.25779974,-.074099973,-.14785203,5.6240001,1.9481995,.58980006,-.37526864,4.5649996,1.4469993,.99119997,-1.6577407,-10.806,-5.7359996,-4.0009995,1,6,5,6,19,0,0,.2,.49743423,1,,1,0,.57387632,10,5,4,
24/05/2015 - 16:00,2,1,3,ava,fla,2015,.57749999,5.6999998,3.72,2.3299999,4.0988097,17.940001,10.604,8.2910004,1.9255556,10.5,5.4900002,3.921,7.0003123,28.23,16.326,13.384,0,1,0,3,0,0,2,1,2,0,0,0,1,,1,,1,,0,,1,,4,,0,,1,,3,,1,,1,,0,,1,,0,,4,,0,,0,0,1.6,0,2,0,2.3333333,0,1.5,0,2,1,1.6,1,1,1,1,1,1.5,1,2,0,.2,0,.25,0,.33333334,0,0,0,0,0,1.2,0,1.5,0,1.6666666,0,1,0,1,-1.4894855,-2.7600002,-1.7422,-1.4741001,-2.3077264,-6.3559995,-6.7298002,-5.6331997,-1.0053129,-1.3350002,-2.2029998,-1.8118,.41546044,4.4139996,-.11399984,-.18900013,5,1,-4,16,3,0,1,.2,.73836118,1,,2,1,.33375773,21,7,5,
24/05/2015 - 11:00,0,1,3,pal,goi,2015,2.8641176,10.5,6.4400001,4.7989998,7.4297562,26.16,18.681999,15.385,3.0583334,10.7,8.0600004,6.2600002,5.0924392,17.93,13.718,11.027,2,0,1,0,3,0,2,0,0,0,1,1,3,1,4,1,2,0,1,1,3,1,0,3,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,.40000001,1.4,.5,1.75,.66666669,2,.5,3,0,2,1.6,1.2,1.5,1.25,1.3333334,1,.5,1,0,0,0,.40000001,0,.5,0,.66666669,0,1,0,1,.40000001,1.2,.5,1.5,.66666669,2,1,3,1,3,.79713213,2.04,.97780001,.99489981,1.0232199,1.8639997,1.3481991,1.4608004,.12746483,-1.1350003,.36700034,.52720022,-1.4924127,-5.8859997,-2.7219996,-2.5459995,2,8,6,10,19,0,0,.2,.26492733,1,,0,1,.78339636,1,1,1,
23/05/2015 - 18:30,1,1,3,vas,int,2015,2.9241176,9.6999998,6.6900001,4.7360001,6.5654764,21.459999,17.832001,14.212,2.7005262,8,5.48,4.631,7.4825001,27,19.014,16.226,1,0,0,1,1,0,1,0,0,0,1,1,3,,2,,1,,1,,3,,3,,1,,1,,3,,2,,1,,1,,3,,1,,1,,0,,1,0,1.8,0,2,0,2,0,1.5,0,1,0,.80000001,0,.75,0,.66666669,0,.5,0,0,0,.80000001,0,1,0,1,0,1,0,1,1,2.5999999,1,3,1,3,1,3,1,3,.85713208,1.2399999,1.2278,.93190008,.15894023,-2.8360009,.4982006,.28780001,-.23034233,-3.835,-2.2130001,-1.1018,.89764822,3.184,2.5739999,2.6529999,9,6,-3,20,18,1,0,.2,.20396249,1,,1,1,.95751834,11,4,3,
23/05/2015 - 18:30,3,0,3,sao,jec,2015,1.4236842,6.5500002,4.77,3.1500001,7.6917648,24.870001,19.054001,15.37,1.7764707,8.3500004,5.5500002,3.585,4.5763044,17.5,11.094,9.29,0,1,0,3,0,0,0,1,0,0,0,0,1,0,,1,,0,,0,,1,,1,,0,,1,,1,,0,,1,,3,,1,,1,,0,,1,,.60000002,0,.5,0,.33333334,0,0,0,0,0,.80000001,0,.75,0,1,0,1,0,1,0,.2,0,.25,0,0,0,0,0,0,0,1,1,1,1,.33333334,1,0,1,0,1,-.64330125,-1.9099997,-.69220006,-.65409988,1.2852286,.57400072,1.7202008,1.4458001,-1.154398,-3.4849997,-2.1429999,-2.1478,-2.0085475,-6.316,-5.3460002,-4.283,1,8,7,6,19,0,1,.2,.38588375,1,,3,0,.57877815,30,6,5,
24/05/2015 - 18:30,1,1,3,cru,pon,2015,.5363158,3.7,2.5,1.484,7.7676921,26,18.986,15.391,4.2272224,14.3,10,7.5289998,6.5941024,27.83,19.778,16.091,1,0,0,1,1,0,1,1,0,0,1,0,3,2,,1,,1,,3,,1,,1,,0,,1,,2,,1,,1,,3,,2,,1,,1,,3,,1.4,1,1.25,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,.60000002,1,.5,1,.33333334,1,.5,1,0,1,2,3,1.75,3,1.3333334,3,1.5,3,0,3,-1.5306697,-4.7599998,-2.9622002,-2.3201001,1.3611559,1.7039999,1.6522,1.4668,1.2963538,2.4650002,2.3069999,1.7961998,.0092504974,4.0139999,3.3379998,2.5179996,9,8,-1,20,19,0,0,.2,.57800871,1,,1,1,.13952658,11,4,3,
24/05/2015 - 16:00,1,0,3,cha,san,2015,2.3566666,6.4000001,4.5300002,3.51,5.1534147,13.51,12.472,10.966,2.5794444,8.3000002,6.1199999,5.0929999,7.1297221,29.9,18.798,14.648,0,1,0,3,0,0,1,1,0,0,1,0,3,2,1,4,0,0,1,0,3,1,2,1,0,0,1,1,3,2,0,0,1,1,0,3,0,4,1,1,1,1,0,3,1,1.8,1,1.25,1,1,1.3333334,1,1,0,1,1.4,.40000001,1.5,.25,2,0,2.5,0,1,0,.40000001,.60000002,.25,.75,0,1,0,1,0,1,1.4,2,1,2.25,.33333334,3,0,3,0,3,.28968108,-2.0599999,-.93219984,-.29409999,-1.2531215,-10.786,-4.8618002,-2.9582002,-.35142416,-3.5349998,-1.5730002,-.63980007,.54487026,6.0839996,2.3580003,1.0749998,7,2,-5,19,10,0,0,.2,.88692725,1,,1,0,.72413707,10,5,4,
30/05/2015 - 18:30,1,2,4,cfc,ava,2015,2.0494444,5.8299999,4.1859999,3.2409999,5.2254763,20.9,12.554,10.418,1.0335,9.25,4.2259998,2.825,4.3016667,16.290001,10.892,8.8080006,2,0,1,0,3,0,2,1,1,0,1,0,3,,0,,1,,0,,0,3,,2,,1,,3,,2,,1,,1,,3,,2,,0,,1,,3,,1.75,1,1.6666666,1,1.5,1,0,1,0,2,1,1,1.3333334,1,1.5,1,1,1,1,1,.75,.5,.66666669,.5,.5,.5,0,.5,0,1,2.25,1.5,2,1.5,1.5,1.5,0,1.5,0,3,-.38005605,-2.734,-1.9854001,-1.4897001,-1.2532495,-2.3610003,-3.5915999,-3.0230999,-1.2725264,1.5179999,-1.4814001,-1.5114,-2.1732509,-7.2589993,-6.1216002,-5.1003995,1,2,1,4,9,0,1,.2,.69733536,1,,1,2,.80170429,12,3,2,
30/05/2015 - 21:00,1,2,4,jec,cap,2015,1.3977778,6.4699998,3.974,2.7390001,4.4850001,17.559999,10.77,9.0349998,3.1738095,8.6000004,7.6599998,5.9180002,5.6407142,24.299999,17.888,14.202,2,0,1,0,3,0,1,3,0,0,1,0,3,0,0,0,2,0,0,1,0,,1,,1,,0,,1,,1,,0,,1,,3,,2,,1,,1,,3,0,1,0,.75,0,.66666669,0,.5,0,1,1.5,.80000001,1.5,.75,1.5,1,1.5,1,3,0,0,.60000002,0,.5,0,.33333334,0,.5,0,1,.5,2,.5,1.75,.5,1.3333334,.5,1.5,0,3,-1.0317227,-2.0940001,-2.1973999,-1.9916999,-1.9937257,-5.7010002,-5.3755994,-4.4061003,.86778325,.86800033,1.9525999,1.5816002,-.83420354,.75099915,.87440032,.29359961,6,1,-5,18,5,0,0,.2,.69195056,1,,1,2,.70948392,12,3,2,
30/05/2015 - 18:30,3,1,4,pon,cha,2015,4.0294738,9.7299995,8.5959997,7.0219998,6.5866666,26.83,19.722,16.123001,2.5329411,6.3000002,4.9159999,3.9860001,5.3104763,14.3,13.198,11.492001,0,1,0,3,0,1,1,1,0,0,1,1,3,1,0,0,1,1,0,3,0,,2,,4,,0,,0,,1,,1,,0,,1,,2,,0,,1,,3,1,1.2,1,1,1,1,1,.5,1,1,.5,1.2,.5,1.5,.5,1.6666666,.5,.5,1,0,.5,.40000001,.5,.25,.5,.33333334,.5,.5,0,1,2,1.4,2,1,2,1,2,1.5,1,3,1.5999733,1.1659997,2.4245999,2.2912998,.10794077,3.569,3.5764003,2.681901,.22691481,-1.4319999,-.79140013,-.3504,-1.1644413,-9.2489996,-3.8156002,-2.4163995,2,9,7,11,20,0,1,.2,.48474997,1,,3,1,.72717273,30,7,5,
31/05/2015 - 18:30,2,1,4,fig,cru,2015,1.8029166,11.7,6.3499999,4.5120001,4.79,13.01,10.846,9.5439997,.53592592,4.5999999,3.6800001,2.414,7.5507894,26,18.402,15.043,0,1,0,3,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,2,1,0,1,0,3,1,1,1,1,0,0,1,1,2,2,0,1,1,1,3,3,.80000001,1.2,.5,1,.33333334,1,0,.5,0,1,.80000001,1,1,1,1,1,.5,1,1,1,.2,.40000001,0,.25,0,.33333334,0,0,0,0,1,1.6,.5,1.25,.33333334,1.3333334,.5,.5,0,1,-.62658381,3.1359999,.17859998,-.21869993,-1.6887258,-10.250999,-5.2996001,-3.8971004,-1.7701004,-3.1320002,-2.0274,-1.9224,1.0758717,2.451,1.3884003,1.1346002,7,1,-6,19,7,1,0,.2,.71387845,1,,2,1,.14421672,21,7,5,
31/05/2015 - 18:30,2,3,4,fla,flu,2015,1.3445455,5.6700001,4.118,3.467,6.7472725,24.389999,14.848,12.378,3.3626316,11.7,6.6719999,5.1750002,7.24475,23.6,19.836,16.913,2,0,1,0,3,1,0,2,0,0,0,0,1,2,1,2,4,0,0,1,0,1,1,1,2,0,0,1,0,4,5,0,2,1,1,3,3,1,2,1,2,0,0,1,1,1.8,1.8,2,1.75,1.3333334,.66666669,1.5,.5,1,0,1.2,2,1.25,2,1.6666666,2,2,2,2,0,.2,.2,.25,.25,0,0,0,0,0,0,1.2,1,1.25,1,.66666669,.33333334,.5,.5,0,1,-1.084955,-2.8939998,-2.0533998,-1.2637,.26854667,1.1289995,-1.2976004,-1.0630997,1.0566052,3.9679997,.96459991,.83860016,.76983231,.051000308,2.8224003,3.0046,9,4,-5,20,14,0,0,.2,.43193901,1,,2,3,.35071772,2,3,2,
31/05/2015 - 16:00,1,1,4,goi,gre,2015,3.0489473,12.07,8.3839998,6.4530001,5.2997618,23.82,14.622,11.936,2.1505263,7.5999999,6.0760002,4.3759999,6.213243,29.49,18.119999,13.63,1,0,0,1,1,1,1,0,0,1,1,3,3,2,,0,,1,,3,,4,1,2,1,1,0,3,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1.6,.5,1.75,.66666669,2.3333333,1,1.5,1,1,1,1,.75,.75,.66666669,.66666669,.5,0,0,0,0,.60000002,.25,.75,.33333334,1,.5,1,1,1,1,1.8,1,2.25,1.3333334,3,2,3,3,3,3,.61944687,3.5059998,2.2126,1.7223001,-1.178964,.55899984,-1.5236002,-1.5051001,-.15550001,-.13200016,.36860019,.039599873,-.2616747,5.9409995,1.1063988,-.27839994,5,3,-2,17,13,0,0,.2,.73912996,1,,1,1,.70316887,11,4,3,
31/05/2015 - 16:00,0,2,4,cor,pal,2015,4.2350001,10.05,8.3900003,6.7690001,9.6635294,23.49,20.757999,17.769001,2.1278949,7.3000002,5.1540003,4.0310001,7.1935716,24.15,17.978001,14.931,2,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,1,2,1,1,1,1,0,3,1,2,1,5,3,0,0,0,0,1,0,0,2,1,0,3,0,1.2,.40000001,1.25,.5,1,.33333334,.5,0,0,0,1.2,1.4,1.5,1.25,.33333334,.66666669,0,.5,0,1,.60000002,0,.5,0,.66666669,0,.5,0,0,0,2,.40000001,1.75,.5,2.3333333,.66666669,2,.5,1,0,1.8054997,1.4860003,2.2186005,2.0383,3.1848035,.2289999,4.6123996,4.3279009,-.17813142,-.43199986,-.55339974,-.30539992,.71865386,.60099953,.96440047,1.0225997,7,10,3,19,20,1,0,.2,.51762658,1,,0,2,.79171759,2,2,2,
31/05/2015 - 16:00,0,0,4,int,sao,2015,2.1052175,6.1999998,5.2599998,3.9589999,7.2402272,27,18.864,15.959,2.6454546,7.1999998,6.0320001,4.75,8.1673527,25.58,18.6,16.004999,1,0,0,1,1,1,3,1,0,0,1,1,3,1,0,0,1,1,0,3,0,2,0,1,1,1,0,3,0,3,1,1,1,1,0,3,1,2,1,1,0,1,1,3,3,1.8,1,1.75,1,1.3333334,1,1,1.5,1,3,.80000001,.60000002,.75,.75,.66666669,.66666669,.5,.5,1,0,.80000001,.40000001,.75,.25,.66666669,.33333334,.5,.5,0,1,2.5999999,1.4,2.5,1,2.3333333,1,2,1.5,1,3,-.32428303,-2.3640001,-.9114002,-.77170014,.76150143,3.7390001,2.7184005,2.5178995,.33942834,-.53200024,.32460004,.41359994,1.692435,2.0309999,1.5864003,2.0965991,9,9,0,20,20,0,0,.2,.98635119,1,,0,0,.17903866,0,4,3,
31/05/2015 - 11:00,2,2,4,san,spo,2015,1.6085,5.6700001,4.7459998,3.642,6.7143245,27.690001,17.642,13.934999,3.2460001,8.6000004,7.3800001,5.8759999,6.7835898,32.59,18.379999,14.562,1,0,0,1,1,0,1,1,0,0,1,0,3,1,2,0,2,1,0,3,1,1,1,0,0,1,1,3,3,2,2,0,2,1,0,3,1,0,2,1,2,0,0,0,1,.80000001,1.6,1,1.5,.66666669,1.3333334,.5,1.5,0,1,.40000001,1.2,.25,1,.33333334,.66666669,.5,1,1,0,.60000002,.40000001,.75,.5,.66666669,.66666669,.5,.5,0,1,1.8,1.8,2.25,2,2,2.3333333,1.5,2,0,3,-.82100046,-2.8939998,-1.4254001,-1.0887001,.23559865,4.4290009,1.4964002,.49389943,.93997377,.86800033,1.6726002,1.5395999,.30867213,9.0410004,1.366399,.65360022,6,6,0,18,18,0,0,.2,.42883858,1,,2,2,.063301802,22,4,3,
31/05/2015 - 16:00,3,0,4,cam,vas,2015,2.6731818,12.25,7.71,5.5030003,8.0349998,27.92,20.83,17.313999,2.251579,6.1700001,5.2779999,4.013,6.3430233,19.190001,16.842001,13.498,0,1,0,3,0,0,1,1,1,0,0,0,1,4,0,1,0,1,0,3,1,0,,0,,0,,1,,1,,2,,0,,0,,1,,2,,0,,0,,1.2,.5,1.25,.5,1.3333334,.5,2,.5,0,1,1.2,.5,1,.5,.66666669,.5,1,.5,1,1,.2,0,.25,0,.33333334,0,.5,0,0,0,.80000001,1,1,1,1.3333334,1,1.5,1,0,1,.24368128,3.6860001,1.5386001,.77230024,1.5562741,4.6590004,4.6844001,3.8728991,-.054447252,-1.562,-.42940015,-.32340005,-.13189439,-4.3589997,-.17159919,-.41039991,5,10,5,16,20,1,1,.2,.80678093,1,,3,0,.42496726,30,6,5,
03/06/2015 - 22:00,1,4,5,ava,cam,2015,1.0635,6.9699998,3.6859999,2.674,4.2988095,16.290001,10.504001,8.5790005,3.4116666,11.47,7.9879999,6.3530002,8.5302782,29.35,21.9,18.492001,2,0,1,0,3,2,3,1,0,1,1,3,3,2,0,1,1,1,0,3,0,0,4,1,1,0,1,0,3,,0,,0,,0,,1,,1,,2,,0,,0,1.3333334,1.6,1.3333334,1.75,1.3333334,2.3333333,2,1.5,2,3,1,.80000001,1,.5,1,.66666669,1,.5,1,0,.66666669,.40000001,.66666669,.5,.66666669,.66666669,1,.5,1,1,2,1.4,2,1.75,2,2,3,1.5,3,3,-1.1151632,-.75200021,-1.7252002,-1.5193,-2.0951545,-7.5209994,-6.3653994,-5.1714997,.96089417,2.3800001,1.6808,1.5422002,2.0618658,5.5920005,5.5755997,5.0540004,10,1,-9,20,4,0,0,.2,.0042343484,1,,1,4,.42761096,2,3,2,
04/06/2015 - 16:00,2,0,5,flu,cfc,2015,2.7885001,11.7,6.4000001,4.5949998,7.0167499,27.67,19.790001,16.476,1.6373684,5.3499999,4.0559998,2.888,5.1251221,20.799999,11.918,9.743,0,1,0,3,0,3,1,2,2,1,0,3,0,0,0,0,1,0,0,1,0,1,,4,,0,,0,,1,3,2,2,0,1,0,3,5,2,2,1,1,1,3,3,2,1.5,1.25,1.3333334,1.3333334,.5,1.5,.5,3,1,2,1.5,2,1.6666666,2,1.5,1,1.5,2,2,.40000001,.5,.25,.33333334,.33333334,0,.5,0,1,0,1.4,1.5,1,1,1.3333334,0,2,0,3,0,.60983682,3.9779999,.98880005,.40169984,.62278587,3.859,2.9206007,2.7254996,-.81340402,-3.7400002,-2.2512002,-1.9227999,-1.3432903,-2.9580007,-4.4063997,-3.6949999,1,9,8,7,20,1,1,.2,.80138165,1,,2,0,.48266202,20,6,5,
03/06/2015 - 22:00,3,1,5,gre,cor,2015,1.5142106,5.3499999,4.4780002,3.178,5.7110529,27.950001,17.382,12.855,3.4114285,9.1999998,6.7379999,5.421,8.8460608,23.360001,18.354,15.515,0,1,0,3,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,3,1,,1,,0,,1,,3,1,2,1,1,0,1,1,3,0,2,1,5,0,0,0,0,.75,1,1,.75,1,.33333334,1,0,1,0,.75,1.6,.66666669,.75,.5,.66666669,.5,1,1,2,.25,.40000001,.33333334,.5,.5,.33333334,.5,0,0,0,1.25,1.4,1.6666666,1.75,2,1.3333334,2,.5,1,0,-.66445267,-2.372,-.93319988,-1.0153,-.6829111,4.1390004,.51259977,-.89549959,.96065599,.10999975,.43080002,.61020005,2.3776484,-.39799938,2.0296001,2.0770004,9,4,-5,19,15,1,0,.2,.51435572,1,,3,1,.054566503,30,7,5,
